feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Clostridiales_bacterium	RACE	BLACK	0.128836524567107	0.0629502610951903	10001	1089	0.040719578349142	0.145603340763599
Dialister_microaerophilus	RACE	BLACK	0.219289351008761	0.107068296747091	10001	3641	0.0405737727961386	0.145603340763599
Lactobacillus_iners	Cohort	BV&UTI	0.199871275467722	0.097880919371963	10001	9992	0.0411793449263679	0.146753235945647
Peptoniphilus_vaginalis	Cohort	BV only	0.0453494865944313	0.0222317463395761	10001	1294	0.0413912776997584	0.147015173635931
Gardnerella_spG	BMI	BMI	-0.030128176051954	0.0148047973674407	10001	3714	0.0418744325348772	0.147743014458603
Gardnerella_vaginalis	HORMONAL_MENOPAUSE	PD	0.403331294033033	0.198180312022504	10001	9991	0.041859797589437	0.147743014458603
Lactobacillus_iners	BMI	BMI	-0.0565437678165672	0.0278414541431984	10001	9992	0.0422895545618345	0.148713599154531
Lactobacillus_jensenii	Cohort	BV&UTI	-0.17860177254019	0.0882191895313093	10001	7995	0.0429429506501629	0.150512916140175
Streptococcus_constellatus	BMI	BMI	0.0206851820346225	0.0102422207785713	10001	1075	0.043451638725417	0.151794869494713
Finegoldia_magna	HORMONAL_MENOPAUSE	PT	-0.270552276182527	0.134432283275821	10001	3880	0.0441883421991853	0.153862358739458
Gardnerella_piotii	BMI	BMI	-0.0448567023264418	0.0223670604614838	10001	9242	0.0449386534618066	0.155455537382536
Lactobacillus_jensenii	HORMONAL_MENOPAUSE	YE	-0.386744495834078	0.192832348120927	10001	7995	0.0449259177492611	0.155455537382536
Aspergillus_flavus	RACE	WHITE	-0.105280279730409	0.0527892664090035	10001	1569	0.0461409603137807	0.158939964479495
Gardnerella_leopoldii	RACE	WHITE	-0.286109505833883	0.143542665673625	10001	8197	0.0462665255417226	0.158939964479495
Prevotella_sp	Cohort	UTI only	0.080868105455979	0.0405958160229438	10001	1542	0.0463949048857282	0.158939964479495
Lactobacillus_helveticus	RACE	BLACK-WHITE	0.182647652592272	0.0917629346910671	10001	2679	0.0465708705379072	0.159029789425265
Lactobacillus_helveticus	HORMONAL_MENOPAUSE	PT	-0.124494815171578	0.0628484288622481	10001	2679	0.0476328168600316	0.162134780465877
Pichia_kudriavzevii	HORMONAL_MENOPAUSE	PT	-0.106641604774893	0.0539426855447784	10001	1160	0.0480755713418156	0.163119031198109
Streptococcus_constellatus	RACE	WHITE	-0.124277475286708	0.0629854018071689	10001	1075	0.048509946790359	0.164068673539367
Megasphaera_hutchinsoni	RACE	ASIAN-WHITE	0.261666294305427	0.133286305052155	10001	3008	0.0496518676311602	0.167397725156483
Coriobacteriales_bacterium	RACE	MULT-RACIAL	0.331782866893788	0.169279826148767	10001	5783	0.0500274350637926	0.168130177334645
Aerococcus_christensenii	RACE	WHITE	-0.212178994840805	0.108611487735175	10001	3629	0.0507812404270019	0.16959018029395
Anaerococcus_tetradius	Cohort	BV&UTI	0.0739537004536509	0.0378543281297282	10001	1373	0.0507717929703553	0.16959018029395
Pichia_kudriavzevii	RACE	BLACK-WHITE	-0.153549968285119	0.0787599502535791	10001	1160	0.0512524318143678	0.170627218140623
Prevotella_amnii	Cohort	UTI only	0.140715892628506	0.0727468563207488	10001	5524	0.0531016978495548	0.175940739178495
Prevotella_bivia	HORMONAL_MENOPAUSE	YE	0.347189581472671	0.17967289178302	10001	6985	0.0533454971897132	0.175940739178495
Streptococcus_anginosus	HORMONAL_MENOPAUSE	PT	-0.252421574277364	0.130592981526681	10001	2197	0.0532782805386311	0.175940739178495
Finegoldia_magna	Cohort	BV&UTI	0.123615574499185	0.0642687839843591	10001	3880	0.0544563029716843	0.17833473191291
Lactobacillus_iners	RACE	WHITE	-0.329174943579306	0.171213373936843	10001	9992	0.0545586483489872	0.17833473191291
Prevotella_corporis	Cohort	BV&UTI	0.0692269670101525	0.036009395901122	10001	1481	0.054575129822689	0.17833473191291
Candidatus_Lachnocurva_vaginae_.BVAB.1.	Cohort	BV&UTI	0.113664682132009	0.0594996672423763	10001	2801	0.0561178873331236	0.182813485729378
Gardnerella_spE	RACE	BLACK-WHITE	-0.352876586114053	0.185182893770553	10001	3487	0.0567363903490613	0.184263139298786
Megasphaera_hutchinsoni	HORMONAL_MENOPAUSE	NO	0.153731744858941	0.0810355955490784	10001	3008	0.0578450176188083	0.186926039956872
Tissierellia_bacterium	RACE	BLACK	0.143553252400401	0.0756894116427956	10001	1571	0.0579083494781648	0.186926039956872
Lactobacillus_gasseri	RACE	MULT-RACIAL	-0.380857482521547	0.203136339676229	10001	7727	0.0608375840602577	0.195786406884829
Megasphaera_hutchinsoni	RACE	MULT-RACIAL	0.173538470660071	0.0926856058408834	10001	3008	0.0611895365709245	0.19632413244206
Anaerococcus_tetradius	RACE	BLACK	0.141689830715112	0.0758230415928764	10001	1373	0.0616950948694643	0.197349972142684
Mageeibacillus_indolicus	HORMONAL_MENOPAUSE	NO	0.139753677920166	0.0749830777996949	10001	1541	0.0623787288804015	0.19893756778074
Lactobacillus_amylovorus	RACE	HISPANIC-WHITE	0.284962301227777	0.153419429744988	10001	4517	0.0632827238159224	0.201216325426676
Sneathia_vaginalis	BMI	BMI	-0.0363889373998473	0.0197565290569526	10001	4113	0.0655239708651755	0.20772076733975
Lactobacillus_crispatus	RACE	MULT-RACIAL	-0.419176408889749	0.227990249259623	10001	9982	0.0660079082227935	0.208632138489901
Gardnerella_spD	HORMONAL_MENOPAUSE	YE	0.12492638871769	0.0680572068641823	10001	1089	0.066445310151892	0.209373761716837
Peptoniphilus_harei	RACE	BLACK-WHITE	-0.320177023563251	0.174548451889544	10001	2620	0.0666368469494266	0.209373761716837
Peptostreptococcus_anaerobius	HORMONAL_MENOPAUSE	NO	0.129674698004017	0.0714789717298859	10001	1064	0.0696822325874771	0.218296551645725
Streptococcus_constellatus	RACE	BLACK-WHITE	-0.198047030486991	0.109970606404947	10001	1075	0.0717474332335253	0.224105217923541
Lactobacillus_rodentium	Cohort	BV&UTI	-0.0403760318230604	0.0225021727650052	10001	2119	0.072792833415611	0.226703780314894
Dialister_microaerophilus	Cohort	UTI only	-0.0916438407828406	0.0513325931069518	10001	3641	0.0742437753755278	0.230546460376639
Lactobacillus_kefiranofaciens	RACE	HISPANIC-WHITE	0.107602592609901	0.060455190027216	10001	1565	0.0751270766645121	0.231933009935209
Sneathia_sanguinegens	RACE	BLACK	0.161849075091813	0.0908699545947424	10001	1822	0.0749254419364011	0.231933009935209
Gardnerella_swidsinskii	RACE	MULT-RACIAL	0.311688251528287	0.176271401098767	10001	9970	0.0770531245507818	0.237189618182407
Dialister_microaerophilus	RACE	ASIAN-WHITE	0.296402498333079	0.168329561942105	10001	3641	0.0782950279282824	0.239623399596069
Limosilactobacillus_coleohominis	RACE	BLACK-WHITE	0.185176691658355	0.105157209936047	10001	1026	0.0782773185861992	0.239623399596069
Lactobacillus_iners	RACE	PR	-0.400223254199884	0.228186830557568	10001	9992	0.0794735467175149	0.24253134084483
Lactobacillus_crispatus	RACE	OTHER-COMBINE	0.432324064797757	0.246863492011408	10001	9982	0.0799305202588347	0.243226969956683
Sneathia_sanguinegens	RACE	OTHER-COMBINE	-0.187420824268786	0.107569009429473	10001	1822	0.0814813353484721	0.247237651828792
